ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed,subscribed,Message1,Message2,Message3,Origin,Terminated
6761,canada,B1,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6762,canada,B1,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6763,canada,B1,2021-01-11,2021-03-10,3rd message,not interested,,,,,,,False,2021-01-11,2021-01-11,2021-03-10,2000-01-01,2100-01-01
6764,canada,B1,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6765,canada,B1,2021-01-11,2021-03-28,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-03-28,2000-01-01,2100-01-01
6766,spain,B14,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6767,uk,B14,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6768,portugal,B14,2021-01-11,2021-01-11,1st message,not interested,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6769,spain,B14,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6770,mexico,B14,2021-01-11,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-11,2021-03-09,,2000-01-01,2100-01-01
6771,spain,B14,2021-01-11,2021-03-28,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-03-28,2000-01-01,2100-01-01
6772,spain,B14,2021-01-11,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-11,2021-03-09,,2000-01-01,2100-01-01
6773,france,B14,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6774,mexico,B14,2021-01-11,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-11,2021-03-09,,2000-01-01,2100-01-01
6775,mexico,B14,2021-01-11,2021-01-11,1st message,,,,,,,,False,2021-01-11,,,2000-01-01,2100-01-01
6776,spain,B14,2021-01-11,2021-03-28,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-03-28,2000-01-01,2100-01-01
6777,france,B14,2021-01-11,2021-01-11,2nd message,not interested,,,,,,,False,2021-01-11,2021-01-11,,2000-01-01,2100-01-01
6778,germany,B14,2021-01-11,2021-01-11,2nd message,interested,2021-01-14,,,2021-01-14,,,False,2021-01-11,2021-01-11,,2000-01-01,2100-01-01
6779,brazil,B14,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6780,france,B14,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6781,spain,B14,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6782,mexico,B14,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6783,spain,B14,2021-01-11,2021-01-11,2nd message,interested,2021-01-22,,,2021-01-22,,,False,2021-01-11,2021-01-11,,2000-01-01,2100-01-01
6784,spain,B14,2021-01-11,2021-03-13,3rd message,not interested,,,,,,,False,2021-01-11,2021-01-11,2021-03-13,2000-01-01,2100-01-01
6785,canada,B1,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6786,usa,B1,2021-01-11,2021-01-11,2nd message,interested,2021-01-20,,,2021-01-20,,,False,2021-01-11,2021-01-11,,2000-01-01,2100-01-01
6787,uk,B1,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6788,mexico,B14,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6789,brazil,B14,2021-01-11,2021-02-20,3rd message,,,,,,,,False,2021-01-11,2021-01-11,2021-02-20,2000-01-01,2100-01-01
6790,germany,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6791,spain,B14,2021-01-09,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-09,2021-03-09,,2000-01-01,2100-01-01
6792,spain,B14,2021-01-09,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-09,2021-03-09,,2000-01-01,2100-01-01
6793,spain,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6794,brazil,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6795,spain,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6796,spain,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6797,portugal,B14,2021-01-09,2021-03-28,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-03-28,2000-01-01,2100-01-01
6798,spain,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6799,netherlands,B14,2021-01-09,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-09,2021-03-09,,2000-01-01,2100-01-01
6800,spain,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6801,spain,B14,2021-01-09,2021-01-09,1st message,not interested,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6802,mexico,B14,2021-01-09,2021-01-09,1st message,not interested,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6803,usa,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6804,brazil,B14,2021-01-09,2021-03-28,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-03-28,2000-01-01,2100-01-01
6805,portugal,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6806,dubai,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6807,brazil,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6808,spain,B14,2021-01-09,2021-03-28,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-03-28,2000-01-01,2100-01-01
6809,portugal,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6810,spain,B14,2021-01-09,2021-03-09,2nd message,not interested,,,,,,,False,2021-01-09,2021-03-09,,2000-01-01,2100-01-01
6811,spain,B14,2021-01-09,2021-01-09,1st message,not interested,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6812,france,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6813,brazil,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6814,portugal,B14,2021-01-09,2021-01-09,2nd message,did not join the call,2021-01-21,,,,,,False,2021-01-09,2021-01-09,,2000-01-01,2100-01-01
6815,france,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6816,spain,B14,2021-01-09,2021-01-09,2nd message,not interested,,,,,,,False,2021-01-09,2021-01-09,,2000-01-01,2100-01-01
6817,mexico,B14,2021-01-09,2021-01-09,2nd message,not interested,,,,,,,False,2021-01-09,2021-01-09,,2000-01-01,2100-01-01
6818,spain,B14,2021-01-09,2021-01-09,1st message,,,,,,,,False,2021-01-09,,,2000-01-01,2100-01-01
6819,france,B14,2021-01-09,2021-02-20,3rd message,not interested,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6820,spain,B14,2021-01-09,2021-02-20,3rd message,not interested,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6821,germany,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6822,brazil,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6823,spain,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6824,germany,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6825,spain,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6826,spain,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6827,portugal,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6828,mexico,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6829,spain,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6830,spain,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6831,france,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6832,brazil,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6833,spain,B14,2021-01-09,2021-02-20,3rd message,,,,,,,,False,2021-01-09,2021-01-09,2021-02-20,2000-01-01,2100-01-01
6834,spain,B14,2021-01-09,2021-01-09,2nd message,interested,2021-01-12,,,2021-01-12,,,False,2021-01-09,2021-01-09,,2000-01-01,2100-01-01
6835,spain,B14,2021-01-09,2021-03-08,3rd message,not interested,,,,,,,False,2021-01-09,2021-01-09,2021-03-08,2000-01-01,2100-01-01
6836,unknown,,2021-01-07,2022-03-18,1st message,not interested,2021-01-07,,,2021-01-07,,,False,2021-01-07,,,2000-01-01,2100-01-01
6837,canada,B1,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6838,canada,B1,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6839,canada,B1,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6840,canada,B1,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6841,canada,B1,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6842,canada,B18,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6843,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6844,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6845,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6846,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6847,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6848,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6849,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6850,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6851,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6852,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6853,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6854,uk,B2,2021-01-07,2021-01-07,1st message,not interested,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6855,uk,B2,2021-01-07,2021-01-07,1st message,interested,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6856,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6857,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6858,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6859,uk,B2,2021-01-07,2021-01-07,1st message,,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6860,uk,B2,2021-01-07,2021-01-07,2nd message,not interested,,,,,,,False,2021-01-07,2021-01-07,,2000-01-01,2100-01-01
6861,canada,B1,2021-01-07,2021-02-20,3rd message,,,,,,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6862,uk,B2,2021-01-07,2021-02-20,3rd message,,,,,,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6863,uk,B2,2021-01-07,2021-02-20,3rd message,,,,,,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6864,uk,B2,2021-01-07,2021-02-20,3rd message,,,,,,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6865,uk,B2,2021-01-07,2021-01-07,1st message,not interested,,,,,,,False,2021-01-07,,,2000-01-01,2100-01-01
6866,uk,B2,2021-01-07,2021-02-20,3rd message,,,,,,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6867,uk,B2,2021-01-07,2021-02-20,3rd message,,,,,,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6868,uk,B2,2021-01-07,2021-02-20,3rd message,interested,2021-02-26,,,2021-02-26,,,False,2021-01-07,2021-01-07,2021-02-20,2000-01-01,2100-01-01
6869,morocco,B29,2021-01-05,2021-01-05,,interested,2020-12-26,,,2020-12-26,,,False,2021-01-05,2021-01-05,,2000-01-01,2100-01-01
6870,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6871,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6872,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6873,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6874,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6875,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6876,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6877,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6878,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6879,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6880,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6881,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6882,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6883,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6884,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6885,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6886,usa,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6887,uk,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6888,unknown,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6889,unknown,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6890,unknown,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6891,unknown,B29,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6892,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6893,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6894,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6895,mexico,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6896,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6897,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6898,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6899,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6900,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6901,usa,B8,2021-01-05,2021-01-05,2nd message,not interested,,,,,,,False,2021-01-05,2021-01-05,,2000-01-01,2100-01-01
6902,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6903,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6904,usa,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6905,france,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6906,belgium,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6907,uk,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6908,canada,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6909,netherlands,B8,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6910,usa,B27,2021-01-05,2021-11-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6911,usa,B27,2021-01-05,2021-11-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6912,usa,B27,2021-01-05,2021-11-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6913,usa,B27,2021-01-05,2021-11-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6914,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6915,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6916,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6917,canada,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6918,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6919,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6920,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6921,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6922,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6923,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6924,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6925,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6926,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6927,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6928,usa,B16,2021-01-05,2021-03-28,3rd message,,,,,,,,False,2021-01-05,2021-01-05,2021-03-28,2000-01-01,2100-01-01
6929,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6930,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6931,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6932,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6933,china,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6934,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6935,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6936,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6937,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6938,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6939,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6940,usa,B16,2021-01-05,2021-01-05,1st message,,,,,,,,False,2021-01-05,,,2000-01-01,2100-01-01
6941,usa,B16,2021-01-05,2021-02-20,3rd message,not interested,,,,,,,False,2021-01-05,2021-01-05,2021-02-20,2000-01-01,2100-01-01
6942,usa,B8,2021-01-05,2021-01-05,2nd message,not interested,,,,,,,False,2021-01-05,2021-01-05,,2000-01-01,2100-01-01
6943,usa,B16,2021-01-05,2021-01-05,2nd message,interested,2021-02-04,,,,,,False,2021-01-05,2021-01-05,,2000-01-01,2100-01-01
6944,brazil,B8,2021-01-05,2021-02-20,3rd message,,,,,,,,False,2021-01-05,2021-01-05,2021-02-20,2000-01-01,2100-01-01
6945,usa,,2021-01-05,2021-01-05,2nd message,interested,2021-01-07,,,2021-01-07,,,False,2021-01-05,2021-01-05,,2000-01-01,2100-01-01
6946,usa,B8,2021-01-05,2021-01-05,2nd message,interested,2021-01-11,,,2021-01-11,,,False,2021-01-05,2021-01-05,,2000-01-01,2100-01-01
6947,usa,B16,2021-01-05,2021-02-20,3rd message,,,,,,,,False,2021-01-05,2021-01-05,2021-02-20,2000-01-01,2100-01-01
6948,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6949,usa,B16,2021-01-04,2021-01-04,2nd message,do not contact,,,,,,,False,2021-01-04,2021-01-04,,2000-01-01,2100-01-01
6950,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6951,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6952,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6953,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6954,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6955,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6956,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6957,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6958,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6959,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6960,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6961,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6962,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6963,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6964,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6965,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6966,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6967,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6968,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6969,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6970,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6971,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6972,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6973,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
6974,usa,B16,2021-01-04,2021-01-04,1st message,,,,,,,,False,2021-01-04,,,2000-01-01,2100-01-01
