ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed,subscribed,Message1,Message2,Message3,Origin,Terminated
2554,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2555,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2556,germany,B26,2021-03-22,2022-03-18,3rd message,not interested,2021-03-30,,,2021-03-30,,,False,2021-03-22,2021-03-22,2022-03-18,2000-01-01,2100-01-01
2557,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2558,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2559,germany,B26,2021-03-22,2021-03-22,2nd message,interested,2021-03-23,,,2021-03-23,,,False,2021-03-22,2021-03-22,,2000-01-01,2100-01-01
2560,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2561,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2562,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2563,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2564,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2565,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2566,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2567,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2568,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2569,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2570,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2571,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2572,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2573,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2574,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2575,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2576,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2577,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2578,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2579,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2580,germany,B26,2021-03-22,2021-03-22,1st message,not interested,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2581,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2582,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2583,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2584,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2585,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2586,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2587,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2588,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2589,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2590,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2591,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2592,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2593,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2594,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2595,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2596,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2597,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2598,germany,B26,2021-03-22,2021-03-22,2nd message,not interested,,,,,,,False,2021-03-22,2021-03-22,,2000-01-01,2100-01-01
2599,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2600,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2601,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2602,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2603,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2604,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2605,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2606,germany,B26,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2607,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2608,germany,B26,2021-03-22,2021-03-22,2nd message,not interested,,,,,,,False,2021-03-22,2021-03-22,,2000-01-01,2100-01-01
2609,germany,B26,2021-03-22,2021-03-22,1st message,not interested,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2610,italy,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2611,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2612,germany,B26,2021-03-22,2021-03-22,2nd message,interested,2021-03-23,,,2021-03-23,,,False,2021-03-22,2021-03-22,,2000-01-01,2100-01-01
2613,germany,B26,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2633,usa,B30,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2634,usa,B30,2021-03-22,2021-03-28,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-03-28,2000-01-01,2100-01-01
2635,usa,B28,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2636,usa,B28,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2637,usa,B28,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2638,usa,B28,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2639,usa,B28,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2640,israel,B28,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2646,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2647,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2648,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2649,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2650,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2651,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2652,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2653,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2654,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2655,usa,B10,2021-03-22,2022-02-21,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2656,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2657,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2658,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2659,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2660,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2661,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2662,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2663,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2664,czechia,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2665,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2666,usa,B10,2021-03-22,2021-03-23,2nd message,not interested,,,,,,,False,2021-03-22,2021-03-23,,2000-01-01,2100-01-01
2667,usa,B10,2021-03-22,2021-03-22,2nd message,not interested,,,,,,,False,2021-03-22,2021-03-22,,2000-01-01,2100-01-01
2668,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2669,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2670,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2671,usa,B10,2021-03-22,2021-08-24,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-08-24,2000-01-01,2100-01-01
2672,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2673,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2674,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2675,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2676,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2677,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2678,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2679,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2680,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2681,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2682,france,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2683,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2684,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2685,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2686,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2687,usa,B10,2021-03-22,2021-08-24,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-08-24,2000-01-01,2100-01-01
2688,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2689,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2690,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2691,usa,B10,2021-03-22,2021-03-22,2nd message,not interested,,,,,,,False,2021-03-22,2021-03-22,,2000-01-01,2100-01-01
2692,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2693,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2694,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2695,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2696,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2697,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2698,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2699,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2700,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2701,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2702,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2703,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2704,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2705,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2706,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2707,usa,B10,2021-03-22,2021-08-24,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-08-24,2000-01-01,2100-01-01
2708,usa,B10,2021-03-22,2021-08-24,3rd message,,,,,,,,False,2021-03-22,2021-03-22,2021-08-24,2000-01-01,2100-01-01
2709,usa,B10,2021-03-22,2021-04-13,2nd message,did not join the call,2021-04-24,,,,,,False,2021-03-22,2021-04-13,,2000-01-01,2100-01-01
2710,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2711,usa,B10,2021-03-22,2021-03-22,1st message,not interested,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2712,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2713,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2714,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2715,usa,B10,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2716,usa,B10,2021-03-22,2021-11-24,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2717,usa,,2021-03-22,2021-03-22,1st message,,,,,,,,False,2021-03-22,,,2000-01-01,2100-01-01
2718,usa,,2021-03-22,2021-03-23,2nd message,not interested,,,,,,,False,2021-03-22,2021-03-23,,2000-01-01,2100-01-01
2719,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2720,germany,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2721,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2722,germany,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2723,germany,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2724,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2725,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2726,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2727,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2728,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2729,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2730,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2731,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2732,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2733,usa,B10,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2734,germany,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2735,finland,,2021-03-21,2021-03-21,2nd message,,,,,,,,False,2021-03-21,2021-03-21,,2000-01-01,2100-01-01
2736,finland,,2021-03-21,2021-03-21,2nd message,,,,,,,,False,2021-03-21,2021-03-21,,2000-01-01,2100-01-01
2737,finland,B30,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2738,usa,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2739,usa,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2740,denmark,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2741,switzerland,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2742,finland,,2021-03-21,2021-03-21,1st message,,,,,,,,False,2021-03-21,,,2000-01-01,2100-01-01
2743,usa,B16,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2744,usa,B30,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2745,usa,B30,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2746,usa,B30,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2747,usa,B30,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2748,usa,B30,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2749,spain,B20,2021-03-20,2021-03-21,2nd message,interested,2021-03-23,,,2021-03-23,,,False,2021-03-20,2021-03-21,,2000-01-01,2100-01-01
2750,canada,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2751,netherlands,,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2752,usa,,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2753,spain,B5,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2754,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2755,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2757,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2758,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2759,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2760,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2761,portugal,B5,2021-03-20,2021-03-20,2nd message,interested,2021-03-23,,,2021-03-23,,,False,2021-03-20,2021-03-20,,2000-01-01,2100-01-01
2762,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2763,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2764,germany,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2765,poland,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2766,germany,B5,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2767,switzerland,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2768,belgium,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2769,spain,B5,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2770,usa,B13,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2771,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2772,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2773,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2774,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2775,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2776,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2777,spain,B20,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2778,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2779,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2780,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2781,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2782,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2783,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2784,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2785,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2786,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2787,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2788,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2789,spain,B20,2021-03-20,2021-03-22,2nd message,not interested,,,,,,,False,2021-03-20,2021-03-22,,2000-01-01,2100-01-01
2790,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2791,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2792,spain,B20,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2793,canada,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2794,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2795,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2796,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2797,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2798,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2799,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2800,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2801,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2802,spain,B20,2021-03-20,2021-03-28,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-03-28,2000-01-01,2100-01-01
2803,spain,B20,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2809,usa,B27,2021-03-20,2021-11-05,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
